onset	duration	sample	value	event_code	feedback
0	n/a	0	break cnt	break cnt	n/a
36.304	n/a	18152	contrastChangeB2_start	95	n/a
42.068	n/a	21034	contrastTrial_start	5	n/a
44.868	n/a	22434	left_target	8	n/a
47.148	n/a	23574	left_buttonPress	12	smiley_face
47.268	n/a	23634	contrastTrial_start	5	n/a
50.068	n/a	25034	left_target	8	n/a
51.828	n/a	25914	left_buttonPress	12	smiley_face
52.468	n/a	26234	contrastTrial_start	5	n/a
56.868	n/a	28434	left_target	8	n/a
58.188	n/a	29094	left_buttonPress	12	smiley_face
59.268	n/a	29634	contrastTrial_start	5	n/a
59.358	n/a	29679	left_buttonPress	12	non_target
62.068	n/a	31034	right_target	9	n/a
63.658	n/a	31829	right_buttonPress	13	smiley_face
64.468	n/a	32234	contrastTrial_start	5	n/a
64.578	n/a	32289	right_buttonPress	13	non_target
70.468	n/a	35234	left_target	8	n/a
72.028	n/a	36014	left_buttonPress	12	smiley_face
72.868	n/a	36434	contrastTrial_start	5	n/a
72.926	n/a	36463	left_buttonPress	12	non_target
78.866	n/a	39433	right_target	9	n/a
79.986	n/a	39993	right_buttonPress	13	smiley_face
80.476	n/a	40238	right_buttonPress	13	non_target
80.756	n/a	40378	right_buttonPress	13	non_target
81.266	n/a	40633	contrastTrial_start	5	n/a
81.306	n/a	40653	right_buttonPress	13	non_target
87.286	n/a	43643	right_target	9	n/a
88.906	n/a	44453	right_buttonPress	13	smiley_face
89.686	n/a	44843	contrastTrial_start	5	n/a
89.876	n/a	44938	right_buttonPress	13	non_target
94.086	n/a	47043	right_target	9	n/a
95.516	n/a	47758	right_buttonPress	13	smiley_face
96.486	n/a	48243	contrastTrial_start	5	n/a
96.606	n/a	48303	right_buttonPress	13	non_target
102.486	n/a	51243	left_target	8	n/a
103.806	n/a	51903	left_buttonPress	12	smiley_face
104.106	n/a	52053	left_buttonPress	12	non_target
104.776	n/a	52388	left_buttonPress	12	non_target
104.886	n/a	52443	contrastTrial_start	5	n/a
109.286	n/a	54643	left_target	8	n/a
110.266	n/a	55133	left_buttonPress	12	smiley_face
110.586	n/a	55293	left_buttonPress	12	non_target
111.336	n/a	55668	left_buttonPress	12	non_target
111.696	n/a	55848	contrastTrial_start	5	n/a
111.706	n/a	55853	left_buttonPress	12	non_target
116.096	n/a	58048	left_target	8	n/a
117.426	n/a	58713	left_buttonPress	12	smiley_face
117.666	n/a	58833	left_buttonPress	12	non_target
117.866	n/a	58933	left_buttonPress	12	non_target
118.476	n/a	59238	left_buttonPress	12	non_target
118.496	n/a	59248	contrastTrial_start	5	n/a
121.296	n/a	60648	left_target	8	n/a
122.896	n/a	61448	left_buttonPress	12	smiley_face
123.696	n/a	61848	contrastTrial_start	5	n/a
128.096	n/a	64048	right_target	9	n/a
129.526	n/a	64763	right_buttonPress	13	smiley_face
130.496	n/a	65248	contrastTrial_start	5	n/a
136.496	n/a	68248	left_target	8	n/a
137.706	n/a	68853	left_buttonPress	12	smiley_face
138.896	n/a	69448	contrastTrial_start	5	n/a
143.296	n/a	71648	left_target	8	n/a
144.756	n/a	72378	left_buttonPress	12	smiley_face
145.696	n/a	72848	contrastTrial_start	5	n/a
148.496	n/a	74248	left_target	8	n/a
149.906	n/a	74953	left_buttonPress	12	smiley_face
150.896	n/a	75448	contrastTrial_start	5	n/a
153.696	n/a	76848	right_target	9	n/a
155.526	n/a	77763	right_buttonPress	13	smiley_face
156.096	n/a	78048	contrastTrial_start	5	n/a
158.896	n/a	79448	right_target	9	n/a
160.716	n/a	80358	right_buttonPress	13	smiley_face
161.296	n/a	80648	contrastTrial_start	5	n/a
165.696	n/a	82848	right_target	9	n/a
167.186	n/a	83593	right_buttonPress	13	smiley_face
168.096	n/a	84048	contrastTrial_start	5	n/a
170.896	n/a	85448	right_target	9	n/a
172.296	n/a	86148	right_buttonPress	13	smiley_face
173.296	n/a	86648	contrastTrial_start	5	n/a
177.696	n/a	88848	right_target	9	n/a
178.936	n/a	89468	right_buttonPress	13	smiley_face
180.096	n/a	90048	contrastTrial_start	5	n/a
186.096	n/a	93048	left_target	8	n/a
186.974	n/a	93487	left_buttonPress	12	smiley_face
188.374	n/a	94187	left_buttonPress	12	non_target
188.494	n/a	94247	contrastTrial_start	5	n/a
194.494	n/a	97247	right_target	9	n/a
195.674	n/a	97837	right_buttonPress	13	smiley_face
196.894	n/a	98447	contrastTrial_start	5	n/a
202.894	n/a	101447	right_target	9	n/a
204.154	n/a	102077	right_buttonPress	13	smiley_face
205.296	n/a	102648	contrastTrial_start	5	n/a
206.584	n/a	103292	right_buttonPress	13	non_target
211.634	n/a	105817	break cnt	break cnt	n/a
237.628	n/a	118814	9999	9999	n/a
