onset	duration	sample	value	event_code	user_answer	correct_answer	target_count
0	n/a	0	break cnt	break cnt	n/a	n/a	6
45.334	n/a	22667	seqLearning_start	91	n/a	n/a	6
54.644	n/a	27322	learningBlock_1	31	n/a	n/a	6
54.682	n/a	27341	dot_no1_ON	11	n/a	n/a	6
55.27	n/a	27635	dot_no1_OFF	21	n/a	n/a	6
56.59	n/a	28295	dot_no6_ON	16	n/a	n/a	6
57.18	n/a	28590	dot_no6_OFF	26	n/a	n/a	6
58.5	n/a	29250	dot_no4_ON	14	n/a	n/a	6
59.09	n/a	29545	dot_no4_OFF	24	n/a	n/a	6
60.41	n/a	30205	dot_no2_ON	12	n/a	n/a	6
61	n/a	30500	dot_no2_OFF	22	n/a	n/a	6
62.32	n/a	31160	dot_no3_ON	13	n/a	n/a	6
62.91	n/a	31455	dot_no3_OFF	23	n/a	n/a	6
64.23	n/a	32115	dot_no5_ON	15	n/a	n/a	6
64.82	n/a	32410	dot_no5_OFF	25	n/a	n/a	6
66.14	n/a	33070	dot_no2_ON	12	n/a	n/a	6
66.73	n/a	33365	dot_no2_OFF	22	6-5-4-3-2-1-6	1-6-4-2-3-5-2	6
180.534	n/a	90267	learningBlock_2	32	n/a	n/a	6
180.542	n/a	90271	dot_no1_ON	11	n/a	n/a	6
181.13	n/a	90565	dot_no1_OFF	21	n/a	n/a	6
182.452	n/a	91226	dot_no6_ON	16	n/a	n/a	6
183.04	n/a	91520	dot_no6_OFF	26	n/a	n/a	6
184.362	n/a	92181	dot_no4_ON	14	n/a	n/a	6
184.95	n/a	92475	dot_no4_OFF	24	n/a	n/a	6
186.272	n/a	93136	dot_no2_ON	12	n/a	n/a	6
186.86	n/a	93430	dot_no2_OFF	22	n/a	n/a	6
188.182	n/a	94091	dot_no3_ON	13	n/a	n/a	6
188.77	n/a	94385	dot_no3_OFF	23	n/a	n/a	6
190.09	n/a	95045	dot_no5_ON	15	n/a	n/a	6
190.68	n/a	95340	dot_no5_OFF	25	n/a	n/a	6
192.002	n/a	96001	dot_no2_ON	12	n/a	n/a	6
192.592	n/a	96296	dot_no2_OFF	22	5-4-3-2-1-6-6	1-6-4-2-3-5-2	6
254.646	n/a	127323	learningBlock_3	33	n/a	n/a	6
254.662	n/a	127331	dot_no1_ON	11	n/a	n/a	6
255.25	n/a	127625	dot_no1_OFF	21	n/a	n/a	6
256.572	n/a	128286	dot_no6_ON	16	n/a	n/a	6
257.162	n/a	128581	dot_no6_OFF	26	n/a	n/a	6
258.482	n/a	129241	dot_no4_ON	14	n/a	n/a	6
259.07	n/a	129535	dot_no4_OFF	24	n/a	n/a	6
260.392	n/a	130196	dot_no2_ON	12	n/a	n/a	6
260.98	n/a	130490	dot_no2_OFF	22	n/a	n/a	6
262.302	n/a	131151	dot_no3_ON	13	n/a	n/a	6
262.89	n/a	131445	dot_no3_OFF	23	n/a	n/a	6
264.212	n/a	132106	dot_no5_ON	15	n/a	n/a	6
264.802	n/a	132401	dot_no5_OFF	25	n/a	n/a	6
266.122	n/a	133061	dot_no2_ON	12	n/a	n/a	6
266.71	n/a	133355	dot_no2_OFF	22	3-3-2-1-6-5-4	1-6-4-2-3-5-2	6
389.548	n/a	194774	learningBlock_4	34	n/a	n/a	6
389.562	n/a	194781	dot_no1_ON	11	n/a	n/a	6
390.15	n/a	195075	dot_no1_OFF	21	n/a	n/a	6
